[2026-09-24T05:42:51.878451Z] new run in runs/main: 14928 planned calls
[2026-09-24T05:42:52.359847Z] model block: llama3.3:70b (repeat 1)
[2026-09-24T13:33:28.610562Z] 7277/14928 r2-qwen3_8b-s0346-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:33:31.169944Z] 7278/14928 r2-qwen3_8b-s0346-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T13:33:32.713543Z] 7279/14928 r2-qwen3_8b-s0510-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:33:35.530945Z] 7280/14928 r2-qwen3_8b-s0510-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:33:37.074405Z] 7281/14928 r2-qwen3_8b-s1008-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:33:39.945384Z] 7282/14928 r2-qwen3_8b-s1008-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T13:33:41.698664Z] 7283/14928 r2-qwen3_8b-s1073-hidden valid=True action=BTC latency=1.8s
[2026-09-24T13:33:44.151093Z] 7284/14928 r2-qwen3_8b-s1073-exposed valid=True action=BTC latency=2.4s
[2026-09-24T13:33:45.814708Z] 7285/14928 r2-qwen3_8b-s0201-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-24T13:33:48.520101Z] 7286/14928 r2-qwen3_8b-s0201-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:33:51.061510Z] 7287/14928 r2-qwen3_8b-s0989-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:33:52.395419Z] 7288/14928 r2-qwen3_8b-s0989-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-24T13:33:54.892690Z] 7289/14928 r2-qwen3_8b-s0930-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:33:56.246981Z] 7290/14928 r2-qwen3_8b-s0930-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:33:58.005916Z] 7291/14928 r2-qwen3_8b-s0797-hidden valid=True action=BTC latency=1.7s
[2026-09-24T13:34:00.358942Z] 7292/14928 r2-qwen3_8b-s0797-exposed valid=True action=BTC latency=2.3s
[2026-09-24T13:34:02.678999Z] 7293/14928 r2-qwen3_8b-s0491-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-24T13:34:04.558821Z] 7294/14928 r2-qwen3_8b-s0491-hidden valid=True action=BTC latency=1.9s
[2026-09-24T13:34:07.108395Z] 7295/14928 r2-qwen3_8b-s1037-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:34:08.632155Z] 7296/14928 r2-qwen3_8b-s1037-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:34:11.106282Z] 7297/14928 r2-qwen3_8b-s1064-exposed valid=True action=BTC latency=2.5s
[2026-09-24T13:34:12.849949Z] 7298/14928 r2-qwen3_8b-s1064-hidden valid=True action=BTC latency=1.7s
[2026-09-24T13:34:15.338788Z] 7299/14928 r2-qwen3_8b-s0200-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:34:16.825608Z] 7300/14928 r2-qwen3_8b-s0200-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:34:18.835886Z] 7301/14928 r2-qwen3_8b-s0181-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:34:21.493049Z] 7302/14928 r2-qwen3_8b-s0181-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:34:23.837229Z] 7303/14928 r2-qwen3_8b-s0123-exposed valid=True action=CASH latency=2.3s
[2026-09-24T13:34:25.140848Z] 7304/14928 r2-qwen3_8b-s0123-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-24T13:34:27.657495Z] 7305/14928 r2-qwen3_8b-s0468-exposed valid=True action=BTC latency=2.5s
[2026-09-24T13:34:29.438670Z] 7306/14928 r2-qwen3_8b-s0468-hidden valid=True action=BTC latency=1.8s
[2026-09-24T13:34:31.233911Z] 7307/14928 r2-qwen3_8b-s0927-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:34:33.963515Z] 7308/14928 r2-qwen3_8b-s0927-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:34:36.574674Z] 7309/14928 r2-qwen3_8b-s0357-exposed valid=True action=CASH latency=2.6s
[2026-09-24T13:34:38.173313Z] 7310/14928 r2-qwen3_8b-s0357-hidden valid=True action=CASH latency=1.6s
[2026-09-24T13:34:40.712611Z] 7311/14928 r2-qwen3_8b-s0492-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:34:42.285400Z] 7312/14928 r2-qwen3_8b-s0492-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:34:43.722698Z] 7313/14928 r2-qwen3_8b-s0001-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:34:46.384329Z] 7314/14928 r2-qwen3_8b-s0001-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:34:48.128917Z] 7315/14928 r2-qwen3_8b-s0825-hidden valid=True action=BTC latency=1.7s
[2026-09-24T13:34:50.844454Z] 7316/14928 r2-qwen3_8b-s0825-exposed valid=True action=BTC latency=2.7s
[2026-09-24T13:34:52.649603Z] 7317/14928 r2-qwen3_8b-s0362-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:34:55.365294Z] 7318/14928 r2-qwen3_8b-s0362-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:34:57.158501Z] 7319/14928 r2-qwen3_8b-s0928-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:34:59.672706Z] 7320/14928 r2-qwen3_8b-s0928-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:35:02.252010Z] 7321/14928 r2-qwen3_8b-s0542-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T13:35:03.831547Z] 7322/14928 r2-qwen3_8b-s0542-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:35:06.327534Z] 7323/14928 r2-qwen3_8b-s1041-exposed valid=True action=BTC latency=2.5s
[2026-09-24T13:35:08.133902Z] 7324/14928 r2-qwen3_8b-s1041-hidden valid=True action=BTC latency=1.8s
[2026-09-24T13:35:09.953964Z] 7325/14928 r2-qwen3_8b-s0512-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:35:12.719341Z] 7326/14928 r2-qwen3_8b-s0512-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:35:15.529639Z] 7327/14928 r2-qwen3_8b-s0302-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:35:17.027497Z] 7328/14928 r2-qwen3_8b-s0302-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:35:18.759642Z] 7329/14928 r2-qwen3_8b-s0791-hidden valid=True action=BTC latency=1.7s
[2026-09-24T13:35:21.101058Z] 7330/14928 r2-qwen3_8b-s0791-exposed valid=True action=BTC latency=2.3s
[2026-09-24T13:35:23.493597Z] 7331/14928 r2-qwen3_8b-s1119-exposed valid=True action=BTC latency=2.4s
[2026-09-24T13:35:24.848288Z] 7332/14928 r2-qwen3_8b-s1119-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:35:26.489239Z] 7333/14928 r2-qwen3_8b-s1079-hidden valid=True action=BTC latency=1.6s
[2026-09-24T13:35:28.922632Z] 7334/14928 r2-qwen3_8b-s1079-exposed valid=True action=BTC latency=2.4s
[2026-09-24T13:35:30.376891Z] 7335/14928 r2-qwen3_8b-s0249-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:35:33.112841Z] 7336/14928 r2-qwen3_8b-s0249-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:35:35.615082Z] 7337/14928 r2-qwen3_8b-s0917-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:35:37.244353Z] 7338/14928 r2-qwen3_8b-s0917-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:35:38.775210Z] 7339/14928 r2-qwen3_8b-s0142-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:35:41.504587Z] 7340/14928 r2-qwen3_8b-s0142-exposed valid=True action=CASH latency=2.7s
[2026-09-24T13:35:43.021713Z] 7341/14928 r2-qwen3_8b-s1183-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:35:45.690427Z] 7342/14928 r2-qwen3_8b-s1183-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:35:48.554243Z] 7343/14928 r2-qwen3_8b-s0494-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T13:35:50.049994Z] 7344/14928 r2-qwen3_8b-s0494-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:35:52.857332Z] 7345/14928 r2-qwen3_8b-s0994-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:35:54.564935Z] 7346/14928 r2-qwen3_8b-s0994-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-24T13:35:56.982225Z] 7347/14928 r2-qwen3_8b-s0592-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T13:35:58.394881Z] 7348/14928 r2-qwen3_8b-s0592-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:36:00.867005Z] 7349/14928 r2-qwen3_8b-s0016-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:36:02.338314Z] 7350/14928 r2-qwen3_8b-s0016-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:36:04.017727Z] 7351/14928 r2-qwen3_8b-s0764-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-24T13:36:06.861102Z] 7352/14928 r2-qwen3_8b-s0764-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:36:09.726449Z] 7353/14928 r2-qwen3_8b-s0934-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T13:36:11.144731Z] 7354/14928 r2-qwen3_8b-s0934-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:36:12.574355Z] 7355/14928 r2-qwen3_8b-s1198-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:36:15.349413Z] 7356/14928 r2-qwen3_8b-s1198-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:36:16.837933Z] 7357/14928 r2-qwen3_8b-s0998-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:36:19.652560Z] 7358/14928 r2-qwen3_8b-s0998-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:36:22.182880Z] 7359/14928 r2-qwen3_8b-s0498-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:36:24.050829Z] 7360/14928 r2-qwen3_8b-s0498-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-24T13:36:26.295016Z] 7361/14928 r2-qwen3_8b-s0704-exposed valid=True action=BTC latency=2.2s
[2026-09-24T13:36:28.088313Z] 7362/14928 r2-qwen3_8b-s0704-hidden valid=True action=BTC latency=1.8s
[2026-09-24T13:36:29.667150Z] 7363/14928 r2-qwen3_8b-s0423-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:36:32.001068Z] 7364/14928 r2-qwen3_8b-s0423-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-24T13:36:33.700662Z] 7365/14928 r2-qwen3_8b-s0874-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-24T13:36:36.530943Z] 7366/14928 r2-qwen3_8b-s0874-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:36:38.149581Z] 7367/14928 r2-qwen3_8b-s0177-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:36:40.576768Z] 7368/14928 r2-qwen3_8b-s0177-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T13:36:41.972946Z] 7369/14928 r2-qwen3_8b-s0721-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:36:44.385137Z] 7370/14928 r2-qwen3_8b-s0721-exposed valid=True action=BTC latency=2.4s
[2026-09-24T13:36:45.869987Z] 7371/14928 r2-qwen3_8b-s0055-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:36:48.785586Z] 7372/14928 r2-qwen3_8b-s0055-exposed valid=True action=CASH latency=2.9s
[2026-09-24T13:36:50.161944Z] 7373/14928 r2-qwen3_8b-s0620-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:36:53.071709Z] 7374/14928 r2-qwen3_8b-s0620-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T13:36:55.625111Z] 7375/14928 r2-qwen3_8b-s0838-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T13:36:57.492950Z] 7376/14928 r2-qwen3_8b-s0838-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-24T13:36:59.791185Z] 7377/14928 r2-qwen3_8b-s0843-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-24T13:37:01.327923Z] 7378/14928 r2-qwen3_8b-s0843-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:37:03.186368Z] 7379/14928 r2-qwen3_8b-s0304-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-24T13:37:05.771218Z] 7380/14928 r2-qwen3_8b-s0304-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T13:37:08.524295Z] 7381/14928 r2-qwen3_8b-s0531-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:37:10.048678Z] 7382/14928 r2-qwen3_8b-s0531-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:37:11.435258Z] 7383/14928 r2-qwen3_8b-s0886-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:37:14.306007Z] 7384/14928 r2-qwen3_8b-s0886-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T13:37:17.130007Z] 7385/14928 r2-qwen3_8b-s0545-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:37:18.690681Z] 7386/14928 r2-qwen3_8b-s0545-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:37:20.044247Z] 7387/14928 r2-qwen3_8b-s0645-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:37:22.585333Z] 7388/14928 r2-qwen3_8b-s0645-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:37:25.087595Z] 7389/14928 r2-qwen3_8b-s0228-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:37:26.900497Z] 7390/14928 r2-qwen3_8b-s0228-hidden valid=True action=CASH latency=1.8s
[2026-09-24T13:37:29.338349Z] 7391/14928 r2-qwen3_8b-s0004-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T13:37:30.952804Z] 7392/14928 r2-qwen3_8b-s0004-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:37:33.678978Z] 7393/14928 r2-qwen3_8b-s0336-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:37:35.053076Z] 7394/14928 r2-qwen3_8b-s0336-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:37:37.644522Z] 7395/14928 r2-qwen3_8b-s0109-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T13:37:39.064898Z] 7396/14928 r2-qwen3_8b-s0109-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:37:40.911390Z] 7397/14928 r2-qwen3_8b-s0976-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:37:43.466195Z] 7398/14928 r2-qwen3_8b-s0976-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T13:37:45.237048Z] 7399/14928 r2-qwen3_8b-s0392-hidden valid=True action=BTC latency=1.8s
[2026-09-24T13:37:47.688587Z] 7400/14928 r2-qwen3_8b-s0392-exposed valid=True action=BTC latency=2.4s
[2026-09-24T13:37:50.470184Z] 7401/14928 r2-qwen3_8b-s0253-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T13:37:52.030622Z] 7402/14928 r2-qwen3_8b-s0253-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:37:53.402616Z] 7403/14928 r2-qwen3_8b-s1207-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:37:56.180539Z] 7404/14928 r2-qwen3_8b-s1207-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:37:57.671563Z] 7405/14928 r2-qwen3_8b-s0106-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:38:00.580773Z] 7406/14928 r2-qwen3_8b-s0106-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T13:38:02.815130Z] 7407/14928 r2-qwen3_8b-s1223-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-24T13:38:04.247589Z] 7408/14928 r2-qwen3_8b-s1223-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:38:05.608989Z] 7409/14928 r2-qwen3_8b-s0728-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:38:08.038177Z] 7410/14928 r2-qwen3_8b-s0728-exposed valid=True action=BTC latency=2.4s
[2026-09-24T13:38:10.720186Z] 7411/14928 r2-qwen3_8b-s0125-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:38:12.489441Z] 7412/14928 r2-qwen3_8b-s0125-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:38:15.273304Z] 7413/14928 r2-qwen3_8b-s0869-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:38:16.673832Z] 7414/14928 r2-qwen3_8b-s0869-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:38:18.145818Z] 7415/14928 r2-qwen3_8b-s0335-hidden valid=True action=CASH latency=1.5s
[2026-09-24T13:38:21.082330Z] 7416/14928 r2-qwen3_8b-s0335-exposed valid=True action=CASH latency=2.9s
[2026-09-24T13:38:22.914308Z] 7417/14928 r2-qwen3_8b-s0849-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:38:25.691156Z] 7418/14928 r2-qwen3_8b-s0849-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:38:28.549631Z] 7419/14928 r2-qwen3_8b-s0891-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-24T13:38:30.088098Z] 7420/14928 r2-qwen3_8b-s0891-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:38:32.585835Z] 7421/14928 r2-qwen3_8b-s1067-exposed valid=True action=BTC latency=2.5s
[2026-09-24T13:38:34.292880Z] 7422/14928 r2-qwen3_8b-s1067-hidden valid=True action=BTC latency=1.7s
[2026-09-24T13:38:37.117778Z] 7423/14928 r2-qwen3_8b-s0377-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:38:38.934215Z] 7424/14928 r2-qwen3_8b-s0377-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:38:40.296588Z] 7425/14928 r2-qwen3_8b-s0247-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:38:42.804516Z] 7426/14928 r2-qwen3_8b-s0247-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:38:45.462308Z] 7427/14928 r2-qwen3_8b-s1107-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:38:47.014460Z] 7428/14928 r2-qwen3_8b-s1107-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:38:49.181014Z] 7429/14928 r2-qwen3_8b-s0905-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-24T13:38:50.778248Z] 7430/14928 r2-qwen3_8b-s0905-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:38:53.246031Z] 7431/14928 r2-qwen3_8b-s0229-exposed valid=True action=CASH latency=2.4s
[2026-09-24T13:38:54.695935Z] 7432/14928 r2-qwen3_8b-s0229-hidden valid=True action=CASH latency=1.4s
[2026-09-24T13:38:56.425575Z] 7433/14928 r2-qwen3_8b-s0134-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-24T13:38:59.090468Z] 7434/14928 r2-qwen3_8b-s0134-exposed valid=True action=CASH latency=2.7s
[2026-09-24T13:39:01.935704Z] 7435/14928 r2-qwen3_8b-s1131-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:39:03.448228Z] 7436/14928 r2-qwen3_8b-s1131-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:39:05.119310Z] 7437/14928 r2-qwen3_8b-s0671-hidden valid=True action=BTC latency=1.7s
[2026-09-24T13:39:07.813882Z] 7438/14928 r2-qwen3_8b-s0671-exposed valid=True action=BTC latency=2.7s
[2026-09-24T13:39:09.550206Z] 7439/14928 r2-qwen3_8b-s1068-hidden valid=True action=BTC latency=1.7s
[2026-09-24T13:39:11.432854Z] 7440/14928 r2-qwen3_8b-s1068-exposed valid=True action=ABSTAIN latency=1.9s
[2026-09-24T13:39:13.096630Z] 7441/14928 r2-qwen3_8b-s1203-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-24T13:39:15.625166Z] 7442/14928 r2-qwen3_8b-s1203-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-24T13:39:17.019232Z] 7443/14928 r2-qwen3_8b-s0686-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:39:19.422032Z] 7444/14928 r2-qwen3_8b-s0686-exposed valid=True action=BTC latency=2.4s
[2026-09-24T13:39:21.354555Z] 7445/14928 r2-qwen3_8b-s0955-exposed valid=True action=ABSTAIN latency=1.9s
[2026-09-24T13:39:22.736338Z] 7446/14928 r2-qwen3_8b-s0955-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:39:24.445782Z] 7447/14928 r2-qwen3_8b-s1053-hidden valid=True action=BTC latency=1.7s
[2026-09-24T13:39:26.883706Z] 7448/14928 r2-qwen3_8b-s1053-exposed valid=True action=BTC latency=2.4s
[2026-09-24T13:39:29.240638Z] 7449/14928 r2-qwen3_8b-s0975-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T13:39:31.049575Z] 7450/14928 r2-qwen3_8b-s0975-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:39:33.731256Z] 7451/14928 r2-qwen3_8b-s0301-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-24T13:39:35.179143Z] 7452/14928 r2-qwen3_8b-s0301-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:39:36.696246Z] 7453/14928 r2-qwen3_8b-s0961-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:39:39.092664Z] 7454/14928 r2-qwen3_8b-s0961-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-24T13:39:40.509427Z] 7455/14928 r2-qwen3_8b-s0845-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:39:43.128812Z] 7456/14928 r2-qwen3_8b-s0845-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T13:39:45.735186Z] 7457/14928 r2-qwen3_8b-s1004-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-24T13:39:47.096836Z] 7458/14928 r2-qwen3_8b-s1004-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-24T13:39:48.944945Z] 7459/14928 r2-qwen3_8b-s0895-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-24T13:39:51.748042Z] 7460/14928 r2-qwen3_8b-s0895-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-24T13:39:54.249210Z] 7461/14928 r2-qwen3_8b-s0813-exposed valid=True action=BTC latency=2.5s
[2026-09-24T13:39:55.725151Z] 7462/14928 r2-qwen3_8b-s0813-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-24T13:39:58.174805Z] 7463/14928 r2-qwen3_8b-s0389-exposed valid=True action=BTC latency=2.4s
[2026-09-24T13:39:59.896752Z] 7464/14928 r2-qwen3_8b-s0389-hidden valid=True action=BTC latency=1.7s
[2026-09-24T13:40:00.257471Z] model block: llama3.3:70b (repeat 2)
[2026-09-24T13:40:24.709208Z] 7465/14928 r2-llama3.3_70b-s0466-exposed valid=True action=BTC latency=24.4s
[2026-09-24T13:40:30.616323Z] 7466/14928 r2-llama3.3_70b-s0466-hidden valid=True action=BTC latency=5.9s
[2026-09-24T13:40:40.431272Z] 7467/14928 r2-llama3.3_70b-s0010-exposed valid=True action=CASH latency=9.8s
[2026-09-24T13:40:46.561887Z] 7468/14928 r2-llama3.3_70b-s0010-hidden valid=True action=CASH latency=6.1s
[2026-09-24T13:40:52.199076Z] 7469/14928 r2-llama3.3_70b-s1106-hidden valid=True action=ABSTAIN latency=5.6s
[2026-09-24T13:40:58.387176Z] 7470/14928 r2-llama3.3_70b-s1106-exposed valid=True action=ABSTAIN latency=6.2s
[2026-09-24T13:41:04.520021Z] 7471/14928 r2-llama3.3_70b-s1155-hidden valid=True action=CASH latency=6.1s
[2026-09-24T13:41:14.485619Z] 7472/14928 r2-llama3.3_70b-s1155-exposed valid=True action=CASH latency=10.0s
[2026-09-24T13:41:20.712488Z] 7473/14928 r2-llama3.3_70b-s0269-hidden valid=True action=CASH latency=6.2s
[2026-09-24T13:41:29.561402Z] 7474/14928 r2-llama3.3_70b-s0269-exposed valid=True action=CASH latency=8.8s
[2026-09-24T13:41:39.431142Z] 7475/14928 r2-llama3.3_70b-s0355-exposed valid=True action=CASH latency=9.9s
[2026-09-24T13:41:45.558635Z] 7476/14928 r2-llama3.3_70b-s0355-hidden valid=True action=CASH latency=6.1s
[2026-09-24T13:41:51.531871Z] 7477/14928 r2-llama3.3_70b-s0804-hidden valid=True action=BTC latency=6.0s
[2026-09-24T13:41:57.943316Z] 7478/14928 r2-llama3.3_70b-s0804-exposed valid=True action=ABSTAIN latency=6.4s
[2026-09-24T13:42:04.590606Z] 7479/14928 r2-llama3.3_70b-s0986-hidden valid=True action=ABSTAIN latency=6.6s
[2026-09-24T13:42:12.216963Z] 7480/14928 r2-llama3.3_70b-s0986-exposed valid=True action=ABSTAIN latency=7.6s
[2026-09-24T13:42:17.985641Z] 7481/14928 r2-llama3.3_70b-s0866-hidden valid=True action=ABSTAIN latency=5.8s
[2026-09-24T13:42:26.622808Z] 7482/14928 r2-llama3.3_70b-s0866-exposed valid=True action=ABSTAIN latency=8.6s
[2026-09-24T13:42:35.434942Z] 7483/14928 r2-llama3.3_70b-s0218-exposed valid=True action=CASH latency=8.8s
[2026-09-24T13:42:41.587306Z] 7484/14928 r2-llama3.3_70b-s0218-hidden valid=True action=CASH latency=6.1s
[2026-09-24T13:42:47.637034Z] 7485/14928 r2-llama3.3_70b-s0056-hidden valid=True action=CASH latency=6.0s
[2026-09-24T13:42:57.671523Z] 7486/14928 r2-llama3.3_70b-s0056-exposed valid=True action=CASH latency=10.0s
[2026-09-24T13:43:05.811408Z] 7487/14928 r2-llama3.3_70b-s0800-exposed valid=True action=BTC latency=8.1s
[2026-09-24T13:43:11.887316Z] 7488/14928 r2-llama3.3_70b-s0800-hidden valid=True action=BTC latency=6.1s
