[2026-09-25T01:43:39.960937Z] new extension in runs/extension: 14928 planned calls
[2026-09-25T01:43:40.478293Z] model block: qwen3-coder:30b (repeat 1)
[2026-09-25T05:37:44.503607Z] 6118/14928 r2-gemma4_latest-s0668-exposed valid=True action=BTC latency=2.7s
[2026-09-25T05:37:46.071174Z] 6119/14928 r2-gemma4_latest-s0108-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:37:48.179608Z] 6120/14928 r2-gemma4_latest-s0108-exposed valid=True action=CASH latency=2.1s
[2026-09-25T05:37:50.705517Z] 6121/14928 r2-gemma4_latest-s0221-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:37:52.291230Z] 6122/14928 r2-gemma4_latest-s0221-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:37:54.387165Z] 6123/14928 r2-gemma4_latest-s0860-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:37:56.893163Z] 6124/14928 r2-gemma4_latest-s0860-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:37:59.758722Z] 6125/14928 r2-gemma4_latest-s0865-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T05:38:02.000817Z] 6126/14928 r2-gemma4_latest-s0865-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:38:04.552074Z] 6127/14928 r2-gemma4_latest-s0685-exposed valid=True action=BTC latency=2.5s
[2026-09-25T05:38:06.411394Z] 6128/14928 r2-gemma4_latest-s0685-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:38:08.770280Z] 6129/14928 r2-gemma4_latest-s0330-exposed valid=True action=CASH latency=2.4s
[2026-09-25T05:38:10.450893Z] 6130/14928 r2-gemma4_latest-s0330-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:38:12.588464Z] 6131/14928 r2-gemma4_latest-s0591-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:38:15.472154Z] 6132/14928 r2-gemma4_latest-s0591-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T05:38:18.268237Z] 6133/14928 r2-gemma4_latest-s0569-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T05:38:20.228015Z] 6134/14928 r2-gemma4_latest-s0569-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:38:22.621269Z] 6135/14928 r2-gemma4_latest-s0312-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:38:24.838018Z] 6136/14928 r2-gemma4_latest-s0312-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:38:26.832637Z] 6137/14928 r2-gemma4_latest-s0609-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:38:28.971123Z] 6138/14928 r2-gemma4_latest-s0609-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:38:30.589769Z] 6139/14928 r2-gemma4_latest-s0360-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:38:33.210663Z] 6140/14928 r2-gemma4_latest-s0360-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:38:35.201255Z] 6141/14928 r2-gemma4_latest-s1123-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:38:37.484080Z] 6142/14928 r2-gemma4_latest-s1123-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:38:39.697285Z] 6143/14928 r2-gemma4_latest-s0858-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:38:42.349897Z] 6144/14928 r2-gemma4_latest-s0858-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T05:38:44.534474Z] 6145/14928 r2-gemma4_latest-s0896-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:38:47.471313Z] 6146/14928 r2-gemma4_latest-s0896-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T05:38:49.919470Z] 6147/14928 r2-gemma4_latest-s0270-exposed valid=True action=CASH latency=2.4s
[2026-09-25T05:38:51.445288Z] 6148/14928 r2-gemma4_latest-s0270-hidden valid=True action=CASH latency=1.5s
[2026-09-25T05:38:54.023303Z] 6149/14928 r2-gemma4_latest-s0319-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:38:55.598090Z] 6150/14928 r2-gemma4_latest-s0319-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:38:57.613513Z] 6151/14928 r2-gemma4_latest-s0603-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:38:59.882192Z] 6152/14928 r2-gemma4_latest-s0603-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:39:02.255570Z] 6153/14928 r2-gemma4_latest-s0890-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:39:04.327479Z] 6154/14928 r2-gemma4_latest-s0890-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:39:06.251407Z] 6155/14928 r2-gemma4_latest-s0379-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:39:08.580223Z] 6156/14928 r2-gemma4_latest-s0379-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:39:10.502389Z] 6157/14928 r2-gemma4_latest-s0716-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:39:13.101972Z] 6158/14928 r2-gemma4_latest-s0716-exposed valid=True action=BTC latency=2.6s
[2026-09-25T05:39:15.352956Z] 6159/14928 r2-gemma4_latest-s1124-hidden valid=True action=BTC latency=2.2s
[2026-09-25T05:39:17.864841Z] 6160/14928 r2-gemma4_latest-s1124-exposed valid=True action=BTC latency=2.5s
[2026-09-25T05:39:19.516508Z] 6161/14928 r2-gemma4_latest-s0251-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:39:22.087035Z] 6162/14928 r2-gemma4_latest-s0251-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:39:24.692435Z] 6163/14928 r2-gemma4_latest-s0263-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:39:26.370287Z] 6164/14928 r2-gemma4_latest-s0263-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:39:28.014111Z] 6165/14928 r2-gemma4_latest-s1175-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:39:30.578841Z] 6166/14928 r2-gemma4_latest-s1175-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:39:32.977341Z] 6167/14928 r2-gemma4_latest-s0383-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:39:34.915272Z] 6168/14928 r2-gemma4_latest-s0383-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:39:37.200040Z] 6169/14928 r2-gemma4_latest-s0889-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:39:39.418404Z] 6170/14928 r2-gemma4_latest-s0889-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:39:41.813003Z] 6171/14928 r2-gemma4_latest-s0464-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:39:43.652404Z] 6172/14928 r2-gemma4_latest-s0464-hidden valid=True action=BTC latency=1.8s
[2026-09-25T05:39:46.030457Z] 6173/14928 r2-gemma4_latest-s0607-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:39:48.196536Z] 6174/14928 r2-gemma4_latest-s0607-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:39:50.457213Z] 6175/14928 r2-gemma4_latest-s0083-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:39:52.581025Z] 6176/14928 r2-gemma4_latest-s0083-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:39:54.158980Z] 6177/14928 r2-gemma4_latest-s0206-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:39:56.773545Z] 6178/14928 r2-gemma4_latest-s0206-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:39:58.836734Z] 6179/14928 r2-gemma4_latest-s0539-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:40:00.941573Z] 6180/14928 r2-gemma4_latest-s0539-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:40:03.179747Z] 6181/14928 r2-gemma4_latest-s0844-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:40:05.109615Z] 6182/14928 r2-gemma4_latest-s0844-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:40:07.349932Z] 6183/14928 r2-gemma4_latest-s0444-hidden valid=True action=BTC latency=2.2s
[2026-09-25T05:40:09.785426Z] 6184/14928 r2-gemma4_latest-s0444-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:40:12.329738Z] 6185/14928 r2-gemma4_latest-s0240-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:40:14.014220Z] 6186/14928 r2-gemma4_latest-s0240-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:40:16.088167Z] 6187/14928 r2-gemma4_latest-s0738-hidden valid=True action=BTC latency=2.1s
[2026-09-25T05:40:18.539180Z] 6188/14928 r2-gemma4_latest-s0738-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:40:20.426519Z] 6189/14928 r2-gemma4_latest-s0473-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:40:22.908937Z] 6190/14928 r2-gemma4_latest-s0473-exposed valid=True action=BTC latency=2.5s
[2026-09-25T05:40:24.477007Z] 6191/14928 r2-gemma4_latest-s0075-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:40:26.888511Z] 6192/14928 r2-gemma4_latest-s0075-exposed valid=True action=CASH latency=2.4s
[2026-09-25T05:40:29.255257Z] 6193/14928 r2-gemma4_latest-s0589-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:40:31.528122Z] 6194/14928 r2-gemma4_latest-s0589-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:40:33.902090Z] 6195/14928 r2-gemma4_latest-s0415-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:40:35.766282Z] 6196/14928 r2-gemma4_latest-s0415-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:40:38.120584Z] 6197/14928 r2-gemma4_latest-s0524-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:40:40.634506Z] 6198/14928 r2-gemma4_latest-s0524-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:40:42.950940Z] 6199/14928 r2-gemma4_latest-s0288-exposed valid=True action=CASH latency=2.3s
[2026-09-25T05:40:44.608807Z] 6200/14928 r2-gemma4_latest-s0288-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:40:47.013631Z] 6201/14928 r2-gemma4_latest-s0780-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:40:49.754388Z] 6202/14928 r2-gemma4_latest-s0780-exposed valid=True action=BTC latency=2.7s
[2026-09-25T05:40:52.092507Z] 6203/14928 r2-gemma4_latest-s1112-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:40:53.786765Z] 6204/14928 r2-gemma4_latest-s1112-hidden valid=True action=BTC latency=1.7s
[2026-09-25T05:40:56.249314Z] 6205/14928 r2-gemma4_latest-s0931-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:40:58.533154Z] 6206/14928 r2-gemma4_latest-s0931-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:41:00.390796Z] 6207/14928 r2-gemma4_latest-s1232-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:41:02.819461Z] 6208/14928 r2-gemma4_latest-s1232-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:41:05.219713Z] 6209/14928 r2-gemma4_latest-s0475-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:41:07.262236Z] 6210/14928 r2-gemma4_latest-s0475-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:41:09.586613Z] 6211/14928 r2-gemma4_latest-s0198-exposed valid=True action=CASH latency=2.3s
[2026-09-25T05:41:11.300565Z] 6212/14928 r2-gemma4_latest-s0198-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:41:13.872953Z] 6213/14928 r2-gemma4_latest-s0345-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:41:15.560211Z] 6214/14928 r2-gemma4_latest-s0345-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:41:18.005119Z] 6215/14928 r2-gemma4_latest-s0725-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:41:19.992813Z] 6216/14928 r2-gemma4_latest-s0725-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:41:21.935540Z] 6217/14928 r2-gemma4_latest-s0781-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:41:24.337119Z] 6218/14928 r2-gemma4_latest-s0781-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:41:26.495020Z] 6219/14928 r2-gemma4_latest-s0457-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:41:28.410825Z] 6220/14928 r2-gemma4_latest-s0457-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:41:30.598952Z] 6221/14928 r2-gemma4_latest-s0995-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:41:32.968671Z] 6222/14928 r2-gemma4_latest-s0995-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:41:35.198615Z] 6223/14928 r2-gemma4_latest-s0385-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:41:37.090560Z] 6224/14928 r2-gemma4_latest-s0385-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:41:39.806314Z] 6225/14928 r2-gemma4_latest-s0669-exposed valid=True action=BTC latency=2.7s
[2026-09-25T05:41:41.798589Z] 6226/14928 r2-gemma4_latest-s0669-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:41:44.359694Z] 6227/14928 r2-gemma4_latest-s0187-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:41:45.914163Z] 6228/14928 r2-gemma4_latest-s0187-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:41:47.971943Z] 6229/14928 r2-gemma4_latest-s0751-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:41:50.324153Z] 6230/14928 r2-gemma4_latest-s0751-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:41:52.641467Z] 6231/14928 r2-gemma4_latest-s1077-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:41:54.831611Z] 6232/14928 r2-gemma4_latest-s1077-hidden valid=True action=BTC latency=2.2s
[2026-09-25T05:41:57.230188Z] 6233/14928 r2-gemma4_latest-s0877-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:41:59.343555Z] 6234/14928 r2-gemma4_latest-s0877-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:42:01.984877Z] 6235/14928 r2-gemma4_latest-s0315-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:42:03.673177Z] 6236/14928 r2-gemma4_latest-s0315-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:42:05.536497Z] 6237/14928 r2-gemma4_latest-s1190-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:42:07.562737Z] 6238/14928 r2-gemma4_latest-s1190-exposed valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:42:09.906227Z] 6239/14928 r2-gemma4_latest-s1145-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:42:12.108742Z] 6240/14928 r2-gemma4_latest-s1145-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:42:13.969202Z] 6241/14928 r2-gemma4_latest-s0417-hidden valid=True action=BTC latency=1.8s
[2026-09-25T05:42:16.256255Z] 6242/14928 r2-gemma4_latest-s0417-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:42:18.585599Z] 6243/14928 r2-gemma4_latest-s1143-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:42:21.130806Z] 6244/14928 r2-gemma4_latest-s1143-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:42:23.230497Z] 6245/14928 r2-gemma4_latest-s0910-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:42:25.469587Z] 6246/14928 r2-gemma4_latest-s0910-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:42:27.050318Z] 6247/14928 r2-gemma4_latest-s0950-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:42:29.667020Z] 6248/14928 r2-gemma4_latest-s0950-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:42:31.307961Z] 6249/14928 r2-gemma4_latest-s0243-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:42:33.888461Z] 6250/14928 r2-gemma4_latest-s0243-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:42:36.427378Z] 6251/14928 r2-gemma4_latest-s0045-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:42:38.112307Z] 6252/14928 r2-gemma4_latest-s0045-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:42:39.746566Z] 6253/14928 r2-gemma4_latest-s0078-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:42:42.285023Z] 6254/14928 r2-gemma4_latest-s0078-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:42:44.672836Z] 6255/14928 r2-gemma4_latest-s0484-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:42:46.742811Z] 6256/14928 r2-gemma4_latest-s0484-hidden valid=True action=BTC latency=2.1s
[2026-09-25T05:42:49.034469Z] 6257/14928 r2-gemma4_latest-s0824-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:42:50.974030Z] 6258/14928 r2-gemma4_latest-s0824-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:42:53.258424Z] 6259/14928 r2-gemma4_latest-s0089-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:42:55.661324Z] 6260/14928 r2-gemma4_latest-s0089-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:42:57.941472Z] 6261/14928 r2-gemma4_latest-s0520-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:43:00.899431Z] 6262/14928 r2-gemma4_latest-s0520-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T05:43:03.281339Z] 6263/14928 r2-gemma4_latest-s0500-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:43:05.569372Z] 6264/14928 r2-gemma4_latest-s0500-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:43:08.365584Z] 6265/14928 r2-gemma4_latest-s0850-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T05:43:10.333352Z] 6266/14928 r2-gemma4_latest-s0850-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:43:12.478691Z] 6267/14928 r2-gemma4_latest-s0640-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:43:14.470583Z] 6268/14928 r2-gemma4_latest-s0640-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:43:16.601505Z] 6269/14928 r2-gemma4_latest-s0929-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:43:19.505805Z] 6270/14928 r2-gemma4_latest-s0929-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T05:43:21.451541Z] 6271/14928 r2-gemma4_latest-s0493-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:43:23.560718Z] 6272/14928 r2-gemma4_latest-s0493-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:43:25.861542Z] 6273/14928 r2-gemma4_latest-s0378-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:43:28.343587Z] 6274/14928 r2-gemma4_latest-s0378-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:43:30.746838Z] 6275/14928 r2-gemma4_latest-s0042-exposed valid=True action=CASH latency=2.4s
[2026-09-25T05:43:32.369082Z] 6276/14928 r2-gemma4_latest-s0042-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:43:34.578942Z] 6277/14928 r2-gemma4_latest-s0564-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:43:36.454661Z] 6278/14928 r2-gemma4_latest-s0564-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:43:39.070454Z] 6279/14928 r2-gemma4_latest-s0722-exposed valid=True action=BTC latency=2.6s
[2026-09-25T05:43:40.953718Z] 6280/14928 r2-gemma4_latest-s0722-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:43:43.291911Z] 6281/14928 r2-gemma4_latest-s0831-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:43:45.541242Z] 6282/14928 r2-gemma4_latest-s0831-hidden valid=True action=BTC latency=2.2s
[2026-09-25T05:43:48.121277Z] 6283/14928 r2-gemma4_latest-s0107-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:43:50.201288Z] 6284/14928 r2-gemma4_latest-s0107-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:43:52.236330Z] 6285/14928 r2-gemma4_latest-s1075-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:43:54.489329Z] 6286/14928 r2-gemma4_latest-s1075-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:43:56.012055Z] 6287/14928 r2-gemma4_latest-s0205-hidden valid=True action=CASH latency=1.5s
[2026-09-25T05:43:58.303866Z] 6288/14928 r2-gemma4_latest-s0205-exposed valid=True action=CASH latency=2.3s
[2026-09-25T05:44:00.533857Z] 6289/14928 r2-gemma4_latest-s1019-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:44:02.398429Z] 6290/14928 r2-gemma4_latest-s1019-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:44:04.655527Z] 6291/14928 r2-gemma4_latest-s1215-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:44:06.736135Z] 6292/14928 r2-gemma4_latest-s1215-hidden valid=True action=BTC latency=2.1s
[2026-09-25T05:44:09.660161Z] 6293/14928 r2-gemma4_latest-s0911-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T05:44:11.690735Z] 6294/14928 r2-gemma4_latest-s0911-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:44:13.548309Z] 6295/14928 r2-gemma4_latest-s0684-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:44:15.615731Z] 6296/14928 r2-gemma4_latest-s0684-exposed valid=True action=BTC latency=2.1s
[2026-09-25T05:44:17.816538Z] 6297/14928 r2-gemma4_latest-s1199-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:44:20.172126Z] 6298/14928 r2-gemma4_latest-s1199-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:44:22.600207Z] 6299/14928 r2-gemma4_latest-s0624-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:44:24.798029Z] 6300/14928 r2-gemma4_latest-s0624-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:44:27.556476Z] 6301/14928 r2-gemma4_latest-s0567-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:44:29.484494Z] 6302/14928 r2-gemma4_latest-s0567-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:44:32.035252Z] 6303/14928 r2-gemma4_latest-s0138-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:44:33.705238Z] 6304/14928 r2-gemma4_latest-s0138-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:44:35.985286Z] 6305/14928 r2-gemma4_latest-s0892-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:44:38.209851Z] 6306/14928 r2-gemma4_latest-s0892-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:44:40.365319Z] 6307/14928 r2-gemma4_latest-s0642-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:44:42.828092Z] 6308/14928 r2-gemma4_latest-s0642-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:44:45.056937Z] 6309/14928 r2-gemma4_latest-s1093-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:44:47.111635Z] 6310/14928 r2-gemma4_latest-s1093-hidden valid=True action=BTC latency=2.1s
[2026-09-25T05:44:49.420162Z] 6311/14928 r2-gemma4_latest-s0743-exposed valid=True action=ABSTAIN latency=2.3s
